Claim ID,Claim,Source,Node1,Node2,Label
452,Finding Dory was directed by someone.,wiki,film,second Toy Story,was
452,Finding Dory was directed by someone.,wiki,film,animated North America,set
453,Finding Dory was written.,wiki,Finding Dory,animated Walt Disney Pictures,is
453,Finding Dory was written.,wiki,Angus screenplay,Stanton,written
453,Finding Dory was written.,wiki,returning Ed O'Neill,Eugene cast,is
453,Finding Dory was written.,wiki,amnesiac  who,parents,focuses
453,Finding Dory was written.,wiki,film,8 United June,premiered
453,Finding Dory was written.,wiki,film,second Toy Story,was
453,Finding Dory was written.,wiki,film,animated North America,set
454,Finding Dory was directed.,wiki,Finding Dory,animated Walt Disney Pictures,is
454,Finding Dory was directed.,wiki,Angus screenplay,Stanton,written
454,Finding Dory was directed.,wiki,returning Ed O'Neill,Eugene cast,is
454,Finding Dory was directed.,wiki,amnesiac  who,parents,focuses
454,Finding Dory was directed.,wiki,film,8 United June,premiered
454,Finding Dory was directed.,wiki,film,second Toy Story,was
454,Finding Dory was directed.,wiki,film,animated North America,set
455,Finding Dory was directed by Angus MacLane.,wiki,Finding Dory,animated Walt Disney Pictures,is
455,Finding Dory was directed by Angus MacLane.,wiki,Angus screenplay,Stanton,written
455,Finding Dory was directed by Angus MacLane.,wiki,returning Ed O'Neill,Eugene cast,is
455,Finding Dory was directed by Angus MacLane.,wiki,amnesiac  who,parents,focuses
455,Finding Dory was directed by Angus MacLane.,wiki,film,8 United June,premiered
455,Finding Dory was directed by Angus MacLane.,wiki,film,second Toy Story,was
455,Finding Dory was directed by Angus MacLane.,wiki,film,animated North America,set
456,Finding Dory was penned by Andrew Stanton.,wiki,Finding Dory,animated Walt Disney Pictures,is
456,Finding Dory was penned by Andrew Stanton.,wiki,Angus screenplay,Stanton,written
456,Finding Dory was penned by Andrew Stanton.,wiki,returning Ed O'Neill,Eugene cast,is
456,Finding Dory was penned by Andrew Stanton.,wiki,amnesiac  who,parents,focuses
456,Finding Dory was penned by Andrew Stanton.,wiki,film,8 United June,premiered
456,Finding Dory was penned by Andrew Stanton.,wiki,film,second Toy Story,was
456,Finding Dory was penned by Andrew Stanton.,wiki,film,animated North America,set
457,Finding Dory was directed by an American.,wiki,Finding Dory,animated Walt Disney Pictures,is
457,Finding Dory was directed by an American.,wiki,Angus screenplay,Stanton,written
457,Finding Dory was directed by an American.,wiki,returning Ed O'Neill,Eugene cast,is
457,Finding Dory was directed by an American.,wiki,amnesiac  who,parents,focuses
457,Finding Dory was directed by an American.,wiki,film,8 United June,premiered
457,Finding Dory was directed by an American.,wiki,film,second Toy Story,was
457,Finding Dory was directed by an American.,wiki,film,animated North America,set
458,Finding Dory was penned by Victoria Strouse.,wiki,Finding Dory,animated Walt Disney Pictures,is
458,Finding Dory was penned by Victoria Strouse.,wiki,Angus screenplay,Stanton,written
458,Finding Dory was penned by Victoria Strouse.,wiki,returning Ed O'Neill,Eugene cast,is
458,Finding Dory was penned by Victoria Strouse.,wiki,amnesiac  who,parents,focuses
458,Finding Dory was penned by Victoria Strouse.,wiki,film,8 United June,premiered
458,Finding Dory was penned by Victoria Strouse.,wiki,film,second Toy Story,was
458,Finding Dory was penned by Victoria Strouse.,wiki,film,animated North America,set
459,Finding Dory was written by someone.,wiki,Finding Dory,animated Walt Disney Pictures,is
459,Finding Dory was written by someone.,wiki,Angus screenplay,Stanton,written
459,Finding Dory was written by someone.,wiki,returning Ed O'Neill,Eugene cast,is
459,Finding Dory was written by someone.,wiki,amnesiac  who,parents,focuses
459,Finding Dory was written by someone.,wiki,film,8 United June,premiered
459,Finding Dory was written by someone.,wiki,film,second Toy Story,was
459,Finding Dory was written by someone.,wiki,film,animated North America,set
460,Kentucky is known for bluegrass music.,wiki,officially  Commonwealth,central United States,is
460,Kentucky is known for bluegrass music.,wiki,Kentucky,four U.S. commonwealth,is
460,Kentucky is known for bluegrass music.,wiki,Kentucky,15th  Union,became
460,Kentucky is known for bluegrass music.,wiki,Kentucky,50 United States,is
460,Kentucky is known for bluegrass music.,wiki,Kentucky,fertile Bluegrass soil,known
460,Kentucky is known for bluegrass music.,wiki,central Bluegrass which,major  cities,is
460,Kentucky is known for bluegrass music.,wiki,It,east Mississippi River,is
460,Kentucky is known for bluegrass music.,wiki,Kentucky,also horse racing,known
461,Kentucky is famous for its bourbon distilleries.,wiki,officially  Commonwealth,central United States,is
461,Kentucky is famous for its bourbon distilleries.,wiki,Kentucky,four U.S. commonwealth,is
461,Kentucky is famous for its bourbon distilleries.,wiki,Kentucky,15th  Union,became
461,Kentucky is famous for its bourbon distilleries.,wiki,Kentucky,50 United States,is
461,Kentucky is famous for its bourbon distilleries.,wiki,Kentucky,fertile Bluegrass soil,known
461,Kentucky is famous for its bourbon distilleries.,wiki,central Bluegrass which,major  cities,is
461,Kentucky is famous for its bourbon distilleries.,wiki,It,east Mississippi River,is
461,Kentucky is famous for its bourbon distilleries.,wiki,Kentucky,also horse racing,known
462,Kentucky is known for horse racing.,wiki,officially  Commonwealth,central United States,is
462,Kentucky is known for horse racing.,wiki,Kentucky,four U.S. commonwealth,is
462,Kentucky is known for horse racing.,wiki,Kentucky,15th  Union,became
462,Kentucky is known for horse racing.,wiki,Kentucky,50 United States,is
462,Kentucky is known for horse racing.,wiki,Kentucky,fertile Bluegrass soil,known
462,Kentucky is known for horse racing.,wiki,central Bluegrass which,major  cities,is
462,Kentucky is known for horse racing.,wiki,It,east Mississippi River,is
462,Kentucky is known for horse racing.,wiki,Kentucky,also horse racing,known
463,Kelly Preston starred in the film Broken Bridges.,wiki,She,notably  Mischief,appeared
463,Kelly Preston starred in the film Broken Bridges.,wiki,John she,fantasy film,is
463,Kelly Preston starred in the film Broken Bridges.,wiki,She,also  Hat,starred
464,Kelly Preston was in multiple job positions.,wiki,She,notably  Mischief,appeared
464,Kelly Preston was in multiple job positions.,wiki,John she,fantasy film,is
464,Kelly Preston was in multiple job positions.,wiki,She,also  Hat,starred
465,"Kelly Preston starred in multiple films like The Cat in the Hat, Old Dogs, and Broken Bridges.",wiki,She,notably  Mischief,appeared
465,"Kelly Preston starred in multiple films like The Cat in the Hat, Old Dogs, and Broken Bridges.",wiki,John she,fantasy film,is
465,"Kelly Preston starred in multiple films like The Cat in the Hat, Old Dogs, and Broken Bridges.",wiki,She,also  Hat,starred
466,Kelly Preston starred in multiple television shows.,wiki,She,notably  Mischief,appeared
466,Kelly Preston starred in multiple television shows.,wiki,John she,fantasy film,is
466,Kelly Preston starred in multiple television shows.,wiki,She,also  Hat,starred
467,Kelly Preston starred in The Cat in the Hat.,wiki,She,notably  Mischief,appeared
467,Kelly Preston starred in The Cat in the Hat.,wiki,John she,fantasy film,is
467,Kelly Preston starred in The Cat in the Hat.,wiki,She,also  Hat,starred
468,Kelly Preston starred in films.,wiki,She,notably  Mischief,appeared
468,Kelly Preston starred in films.,wiki,John she,fantasy film,is
468,Kelly Preston starred in films.,wiki,She,also  Hat,starred
469,Kelly Preston starred in the film Old Dogs.,wiki,She,notably  Mischief,appeared
469,Kelly Preston starred in the film Old Dogs.,wiki,John she,fantasy film,is
469,Kelly Preston starred in the film Old Dogs.,wiki,She,also  Hat,starred
470,Kesha has a full name.,wiki,$  ha,formerly  Ke,is
470,Kesha has a full name.,wiki,18  Kesha,Dr. label,signed
470,Kesha has a full name.,wiki,breakthrough,single Right Round,came
470,Kesha has a full name.,wiki,debut album,Cannibal  2010,released
470,Kesha has a full name.,wiki,commercial  Animal,one United States,propelled
470,Kesha has a full name.,wiki,We,ten solo album,achieved
470,Kesha has a full name.,wiki,same  she,other Britney Spears,continued
470,Kesha has a full name.,wiki,Warrior,single studio Young,released
470,Kesha has a full name.,wiki,Tik Tok,14 million 14 units,was
470,Kesha has a full name.,wiki,Kesha,animal rights,involved
470,Kesha has a full name.,wiki,She,several Best New 2010,received
470,Kesha has a full name.,wiki,2013  she,33 million United States,sold
470,Kesha has a full name.,wiki,former Dr. series,two Dr. parties,curtailed
470,Kesha has a full name.,wiki,abuse Dr. Luke,Kesha,alleged
470,Kesha has a full name.,wiki,Kesha,other guest Zedd,released
471,"Kesha was baptized on March 1st, 1987.",wiki,$  ha,formerly  Ke,is
471,"Kesha was baptized on March 1st, 1987.",wiki,18  Kesha,Dr. label,signed
471,"Kesha was baptized on March 1st, 1987.",wiki,breakthrough,single Right Round,came
471,"Kesha was baptized on March 1st, 1987.",wiki,debut album,Cannibal  2010,released
471,"Kesha was baptized on March 1st, 1987.",wiki,commercial  Animal,one United States,propelled
471,"Kesha was baptized on March 1st, 1987.",wiki,We,ten solo album,achieved
471,"Kesha was baptized on March 1st, 1987.",wiki,same  she,other Britney Spears,continued
471,"Kesha was baptized on March 1st, 1987.",wiki,Warrior,single studio Young,released
471,"Kesha was baptized on March 1st, 1987.",wiki,Tik Tok,14 million 14 units,was
471,"Kesha was baptized on March 1st, 1987.",wiki,Kesha,animal rights,involved
471,"Kesha was baptized on March 1st, 1987.",wiki,She,several Best New 2010,received
471,"Kesha was baptized on March 1st, 1987.",wiki,2013  she,33 million United States,sold
471,"Kesha was baptized on March 1st, 1987.",wiki,former Dr. series,two Dr. parties,curtailed
471,"Kesha was baptized on March 1st, 1987.",wiki,abuse Dr. Luke,Kesha,alleged
471,"Kesha was baptized on March 1st, 1987.",wiki,Kesha,other guest Zedd,released
472,"Kesha was born on March 1st, 1987.",wiki,$  ha,formerly  Ke,is
472,"Kesha was born on March 1st, 1987.",wiki,18  Kesha,Dr. label,signed
472,"Kesha was born on March 1st, 1987.",wiki,breakthrough,single Right Round,came
472,"Kesha was born on March 1st, 1987.",wiki,debut album,Cannibal  2010,released
472,"Kesha was born on March 1st, 1987.",wiki,commercial  Animal,one United States,propelled
472,"Kesha was born on March 1st, 1987.",wiki,We,ten solo album,achieved
472,"Kesha was born on March 1st, 1987.",wiki,same  she,other Britney Spears,continued
472,"Kesha was born on March 1st, 1987.",wiki,Warrior,single studio Young,released
472,"Kesha was born on March 1st, 1987.",wiki,Tik Tok,14 million 14 units,was
472,"Kesha was born on March 1st, 1987.",wiki,Kesha,animal rights,involved
472,"Kesha was born on March 1st, 1987.",wiki,She,several Best New 2010,received
472,"Kesha was born on March 1st, 1987.",wiki,2013  she,33 million United States,sold
472,"Kesha was born on March 1st, 1987.",wiki,former Dr. series,two Dr. parties,curtailed
472,"Kesha was born on March 1st, 1987.",wiki,abuse Dr. Luke,Kesha,alleged
472,"Kesha was born on March 1st, 1987.",wiki,Kesha,other guest Zedd,released
473,Kesha Rose Sebert is Kesha's birth name.,wiki,$  ha,formerly  Ke,is
473,Kesha Rose Sebert is Kesha's birth name.,wiki,18  Kesha,Dr. label,signed
473,Kesha Rose Sebert is Kesha's birth name.,wiki,breakthrough,single Right Round,came
473,Kesha Rose Sebert is Kesha's birth name.,wiki,debut album,Cannibal  2010,released
473,Kesha Rose Sebert is Kesha's birth name.,wiki,commercial  Animal,one United States,propelled
473,Kesha Rose Sebert is Kesha's birth name.,wiki,We,ten solo album,achieved
473,Kesha Rose Sebert is Kesha's birth name.,wiki,same  she,other Britney Spears,continued
473,Kesha Rose Sebert is Kesha's birth name.,wiki,Warrior,single studio Young,released
473,Kesha Rose Sebert is Kesha's birth name.,wiki,Tik Tok,14 million 14 units,was
473,Kesha Rose Sebert is Kesha's birth name.,wiki,Kesha,animal rights,involved
473,Kesha Rose Sebert is Kesha's birth name.,wiki,She,several Best New 2010,received
473,Kesha Rose Sebert is Kesha's birth name.,wiki,2013  she,33 million United States,sold
473,Kesha Rose Sebert is Kesha's birth name.,wiki,former Dr. series,two Dr. parties,curtailed
473,Kesha Rose Sebert is Kesha's birth name.,wiki,abuse Dr. Luke,Kesha,alleged
473,Kesha Rose Sebert is Kesha's birth name.,wiki,Kesha,other guest Zedd,released
474,"Kesha sings, writes songs, and raps for a living.",wiki,$  ha,formerly  Ke,is
474,"Kesha sings, writes songs, and raps for a living.",wiki,18  Kesha,Dr. label,signed
474,"Kesha sings, writes songs, and raps for a living.",wiki,breakthrough,single Right Round,came
474,"Kesha sings, writes songs, and raps for a living.",wiki,debut album,Cannibal  2010,released
474,"Kesha sings, writes songs, and raps for a living.",wiki,commercial  Animal,one United States,propelled
474,"Kesha sings, writes songs, and raps for a living.",wiki,We,ten solo album,achieved
474,"Kesha sings, writes songs, and raps for a living.",wiki,same  she,other Britney Spears,continued
474,"Kesha sings, writes songs, and raps for a living.",wiki,Warrior,single studio Young,released
474,"Kesha sings, writes songs, and raps for a living.",wiki,Tik Tok,14 million 14 units,was
474,"Kesha sings, writes songs, and raps for a living.",wiki,Kesha,animal rights,involved
474,"Kesha sings, writes songs, and raps for a living.",wiki,She,several Best New 2010,received
474,"Kesha sings, writes songs, and raps for a living.",wiki,2013  she,33 million United States,sold
474,"Kesha sings, writes songs, and raps for a living.",wiki,former Dr. series,two Dr. parties,curtailed
474,"Kesha sings, writes songs, and raps for a living.",wiki,abuse Dr. Luke,Kesha,alleged
474,"Kesha sings, writes songs, and raps for a living.",wiki,Kesha,other guest Zedd,released
475,Kesha is an American.,wiki,$  ha,formerly  Ke,is
475,Kesha is an American.,wiki,18  Kesha,Dr. label,signed
475,Kesha is an American.,wiki,breakthrough,single Right Round,came
475,Kesha is an American.,wiki,debut album,Cannibal  2010,released
475,Kesha is an American.,wiki,commercial  Animal,one United States,propelled
475,Kesha is an American.,wiki,We,ten solo album,achieved
475,Kesha is an American.,wiki,same  she,other Britney Spears,continued
475,Kesha is an American.,wiki,Warrior,single studio Young,released
475,Kesha is an American.,wiki,Tik Tok,14 million 14 units,was
475,Kesha is an American.,wiki,Kesha,animal rights,involved
475,Kesha is an American.,wiki,She,several Best New 2010,received
475,Kesha is an American.,wiki,2013  she,33 million United States,sold
475,Kesha is an American.,wiki,former Dr. series,two Dr. parties,curtailed
475,Kesha is an American.,wiki,abuse Dr. Luke,Kesha,alleged
475,Kesha is an American.,wiki,Kesha,other guest Zedd,released
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,$  ha,formerly  Ke,is
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,18  Kesha,Dr. label,signed
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,breakthrough,single Right Round,came
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,debut album,Cannibal  2010,released
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,commercial  Animal,one United States,propelled
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,We,ten solo album,achieved
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,same  she,other Britney Spears,continued
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,Warrior,single studio Young,released
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,Tik Tok,14 million 14 units,was
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,Kesha,animal rights,involved
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,She,several Best New 2010,received
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,2013  she,33 million United States,sold
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,former Dr. series,two Dr. parties,curtailed
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,abuse Dr. Luke,Kesha,alleged
476,"Kesha's full name is Kesha Rosa Sebert, a name given to her by her parents.",wiki,Kesha,other guest Zedd,released
477,A Floppy disk is composed of a thin and flexible magnetic transmission medium.,wiki,rectangular plastic that,dust particles,called
477,A Floppy disk is composed of a thin and flexible magnetic transmission medium.,wiki,Floppy  disks,floppy drive -LRB- FDD,read
477,A Floppy disk is composed of a thin and flexible magnetic transmission medium.,wiki,Floppy  disks,ubiquitous data mid-2000s,were
477,A Floppy disk is composed of a thin and flexible magnetic transmission medium.,wiki,floppy USB drives,standard 5 existent,used
477,A Floppy disk is composed of a thin and flexible magnetic transmission medium.,wiki,formats,older  equipment,handled
477,A Floppy disk is composed of a thin and flexible magnetic transmission medium.,wiki,industrial computer they,available computer networks,superseded
478,A Floppy disk is a type of storage.,wiki,rectangular plastic that,dust particles,called
478,A Floppy disk is a type of storage.,wiki,Floppy  disks,floppy drive -LRB- FDD,read
478,A Floppy disk is a type of storage.,wiki,Floppy  disks,ubiquitous data mid-2000s,were
478,A Floppy disk is a type of storage.,wiki,floppy USB drives,standard 5 existent,used
478,A Floppy disk is a type of storage.,wiki,formats,older  equipment,handled
478,A Floppy disk is a type of storage.,wiki,industrial computer they,available computer networks,superseded
479,A Floppy disk is a disk storage type.,wiki,rectangular plastic that,dust particles,called
479,A Floppy disk is a disk storage type.,wiki,Floppy  disks,floppy drive -LRB- FDD,read
479,A Floppy disk is a disk storage type.,wiki,Floppy  disks,ubiquitous data mid-2000s,were
479,A Floppy disk is a disk storage type.,wiki,floppy USB drives,standard 5 existent,used
479,A Floppy disk is a disk storage type.,wiki,formats,older  equipment,handled
479,A Floppy disk is a disk storage type.,wiki,industrial computer they,available computer networks,superseded
480,A Floppy disk is sealed in plastic.,wiki,rectangular plastic that,dust particles,called
480,A Floppy disk is sealed in plastic.,wiki,Floppy  disks,floppy drive -LRB- FDD,read
480,A Floppy disk is sealed in plastic.,wiki,Floppy  disks,ubiquitous data mid-2000s,were
480,A Floppy disk is sealed in plastic.,wiki,floppy USB drives,standard 5 existent,used
480,A Floppy disk is sealed in plastic.,wiki,formats,older  equipment,handled
480,A Floppy disk is sealed in plastic.,wiki,industrial computer they,available computer networks,superseded
481,A Floppy disk is sealed in a rectangular plastic enclosure.,wiki,rectangular plastic that,dust particles,called
481,A Floppy disk is sealed in a rectangular plastic enclosure.,wiki,Floppy  disks,floppy drive -LRB- FDD,read
481,A Floppy disk is sealed in a rectangular plastic enclosure.,wiki,Floppy  disks,ubiquitous data mid-2000s,were
481,A Floppy disk is sealed in a rectangular plastic enclosure.,wiki,floppy USB drives,standard 5 existent,used
481,A Floppy disk is sealed in a rectangular plastic enclosure.,wiki,formats,older  equipment,handled
481,A Floppy disk is sealed in a rectangular plastic enclosure.,wiki,industrial computer they,available computer networks,superseded
482,The horse has changed in size as it evolved.,wiki,horse Equus ferus,extant Equus ferus,is
482,The horse has changed in size as it evolved.,wiki,It,taxonomic  family,is
482,The horse has changed in size as it evolved.,wiki,horse,single toed today,evolved
482,The horse has changed in size as it evolved.,wiki,4000  domestication,3000  BC,began
482,The horse has changed in size as it evolved.,wiki,domesticated  populations,feral  horses,domesticated
482,The horse has changed in size as it evolved.,wiki,that,endangered  horse,are
482,The horse has changed in size as it evolved.,wiki,they,developed  balance,enables
482,The horse has changed in size as it evolved.,wiki,unusual  horses,wild,are
482,The horse has changed in size as it evolved.,wiki,Female  horses,shortly  birth,stand
482,The horse has changed in size as it evolved.,wiki,domesticated  horses,two,begin
482,The horse has changed in size as it evolved.,wiki,They,25 adult years,reach
482,The horse has changed in size as it evolved.,wiki,Horse breeds,particularly riding Europe,divided
482,The horse has changed in size as it evolved.,wiki,Horses,such police work,interact
482,The horse has changed in size as it evolved.,wiki,Horses,different  control,used
482,The horse has changed in size as it evolved.,wiki,Many  products,pregnant  mares,derived
482,The horse has changed in size as it evolved.,wiki,Humans,such  veterinarians,provide
483,The horse has increased in size as it evolved.,wiki,horse Equus ferus,extant Equus ferus,is
483,The horse has increased in size as it evolved.,wiki,It,taxonomic  family,is
483,The horse has increased in size as it evolved.,wiki,horse,single toed today,evolved
483,The horse has increased in size as it evolved.,wiki,4000  domestication,3000  BC,began
483,The horse has increased in size as it evolved.,wiki,domesticated  populations,feral  horses,domesticated
483,The horse has increased in size as it evolved.,wiki,that,endangered  horse,are
483,The horse has increased in size as it evolved.,wiki,they,developed  balance,enables
483,The horse has increased in size as it evolved.,wiki,unusual  horses,wild,are
483,The horse has increased in size as it evolved.,wiki,Female  horses,shortly  birth,stand
483,The horse has increased in size as it evolved.,wiki,domesticated  horses,two,begin
483,The horse has increased in size as it evolved.,wiki,They,25 adult years,reach
483,The horse has increased in size as it evolved.,wiki,Horse breeds,particularly riding Europe,divided
483,The horse has increased in size as it evolved.,wiki,Horses,such police work,interact
483,The horse has increased in size as it evolved.,wiki,Horses,different  control,used
483,The horse has increased in size as it evolved.,wiki,Many  products,pregnant  mares,derived
483,The horse has increased in size as it evolved.,wiki,Humans,such  veterinarians,provide
484,The horse started to become domesticated around 4000 BC.,wiki,horse Equus ferus,extant Equus ferus,is
484,The horse started to become domesticated around 4000 BC.,wiki,It,taxonomic  family,is
484,The horse started to become domesticated around 4000 BC.,wiki,horse,single toed today,evolved
484,The horse started to become domesticated around 4000 BC.,wiki,4000  domestication,3000  BC,began
484,The horse started to become domesticated around 4000 BC.,wiki,domesticated  populations,feral  horses,domesticated
484,The horse started to become domesticated around 4000 BC.,wiki,that,endangered  horse,are
484,The horse started to become domesticated around 4000 BC.,wiki,they,developed  balance,enables
484,The horse started to become domesticated around 4000 BC.,wiki,unusual  horses,wild,are
484,The horse started to become domesticated around 4000 BC.,wiki,Female  horses,shortly  birth,stand
484,The horse started to become domesticated around 4000 BC.,wiki,domesticated  horses,two,begin
484,The horse started to become domesticated around 4000 BC.,wiki,They,25 adult years,reach
484,The horse started to become domesticated around 4000 BC.,wiki,Horse breeds,particularly riding Europe,divided
484,The horse started to become domesticated around 4000 BC.,wiki,Horses,such police work,interact
484,The horse started to become domesticated around 4000 BC.,wiki,Horses,different  control,used
484,The horse started to become domesticated around 4000 BC.,wiki,Many  products,pregnant  mares,derived
484,The horse started to become domesticated around 4000 BC.,wiki,Humans,such  veterinarians,provide
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,horse Equus ferus,extant Equus ferus,is
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,It,taxonomic  family,is
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,horse,single toed today,evolved
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,4000  domestication,3000  BC,began
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,domesticated  populations,feral  horses,domesticated
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,that,endangered  horse,are
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,they,developed  balance,enables
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,unusual  horses,wild,are
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,Female  horses,shortly  birth,stand
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,domesticated  horses,two,begin
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,They,25 adult years,reach
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,Horse breeds,particularly riding Europe,divided
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,Horses,such police work,interact
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,Horses,different  control,used
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,Many  products,pregnant  mares,derived
485,The horse was domesticated on a broad scale by 3000 BC.,wiki,Humans,such  veterinarians,provide
486,The horse was called a Eohippus when it had multiple toes.,wiki,horse Equus ferus,extant Equus ferus,is
486,The horse was called a Eohippus when it had multiple toes.,wiki,It,taxonomic  family,is
486,The horse was called a Eohippus when it had multiple toes.,wiki,horse,single toed today,evolved
486,The horse was called a Eohippus when it had multiple toes.,wiki,4000  domestication,3000  BC,began
486,The horse was called a Eohippus when it had multiple toes.,wiki,domesticated  populations,feral  horses,domesticated
486,The horse was called a Eohippus when it had multiple toes.,wiki,that,endangered  horse,are
486,The horse was called a Eohippus when it had multiple toes.,wiki,they,developed  balance,enables
486,The horse was called a Eohippus when it had multiple toes.,wiki,unusual  horses,wild,are
486,The horse was called a Eohippus when it had multiple toes.,wiki,Female  horses,shortly  birth,stand
486,The horse was called a Eohippus when it had multiple toes.,wiki,domesticated  horses,two,begin
486,The horse was called a Eohippus when it had multiple toes.,wiki,They,25 adult years,reach
486,The horse was called a Eohippus when it had multiple toes.,wiki,Horse breeds,particularly riding Europe,divided
486,The horse was called a Eohippus when it had multiple toes.,wiki,Horses,such police work,interact
486,The horse was called a Eohippus when it had multiple toes.,wiki,Horses,different  control,used
486,The horse was called a Eohippus when it had multiple toes.,wiki,Many  products,pregnant  mares,derived
486,The horse was called a Eohippus when it had multiple toes.,wiki,Humans,such  veterinarians,provide
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,horse Equus ferus,extant Equus ferus,is
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,It,taxonomic  family,is
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,horse,single toed today,evolved
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,4000  domestication,3000  BC,began
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,domesticated  populations,feral  horses,domesticated
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,that,endangered  horse,are
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,they,developed  balance,enables
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,unusual  horses,wild,are
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,Female  horses,shortly  birth,stand
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,domesticated  horses,two,begin
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,They,25 adult years,reach
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,Horse breeds,particularly riding Europe,divided
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,Horses,such police work,interact
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,Horses,different  control,used
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,Many  products,pregnant  mares,derived
487,The horse was domesticated on a wide scale by 3000 BC.,wiki,Humans,such  veterinarians,provide
488,The horse has grown in size as it evolved.,wiki,horse Equus ferus,extant Equus ferus,is
488,The horse has grown in size as it evolved.,wiki,It,taxonomic  family,is
488,The horse has grown in size as it evolved.,wiki,horse,single toed today,evolved
488,The horse has grown in size as it evolved.,wiki,4000  domestication,3000  BC,began
488,The horse has grown in size as it evolved.,wiki,domesticated  populations,feral  horses,domesticated
488,The horse has grown in size as it evolved.,wiki,that,endangered  horse,are
488,The horse has grown in size as it evolved.,wiki,they,developed  balance,enables
488,The horse has grown in size as it evolved.,wiki,unusual  horses,wild,are
488,The horse has grown in size as it evolved.,wiki,Female  horses,shortly  birth,stand
488,The horse has grown in size as it evolved.,wiki,domesticated  horses,two,begin
488,The horse has grown in size as it evolved.,wiki,They,25 adult years,reach
488,The horse has grown in size as it evolved.,wiki,Horse breeds,particularly riding Europe,divided
488,The horse has grown in size as it evolved.,wiki,Horses,such police work,interact
488,The horse has grown in size as it evolved.,wiki,Horses,different  control,used
488,The horse has grown in size as it evolved.,wiki,Many  products,pregnant  mares,derived
488,The horse has grown in size as it evolved.,wiki,Humans,such  veterinarians,provide
489,The horse was referred to as a Eohippus when it had multiple toes.,wiki,horse Equus ferus,extant Equus ferus,is
489,The horse was referred to as a Eohippus when it had multiple toes.,wiki,It,taxonomic  family,is
489,The horse was referred to as a Eohippus when it had multiple toes.,wiki,horse,single toed today,evolved
489,The horse was referred to as a Eohippus when it had multiple toes.,wiki,4000  domestication,3000  BC,began
489,The horse was referred to as a Eohippus when it had multiple toes.,wiki,domesticated  populations,feral  horses,domesticated
489,The horse was referred to as a Eohippus when it had multiple toes.,wiki,that,endangered  horse,are
489,The horse was referred to as a Eohippus when it had multiple toes.,wiki,they,developed  balance,enables
489,The horse was referred to as a Eohippus when it had multiple toes.,wiki,unusual  horses,wild,are
489,The horse was referred to as a Eohippus when it had multiple toes.,wiki,Female  horses,shortly  birth,stand
489,The horse was referred to as a Eohippus when it had multiple toes.,wiki,domesticated  horses,two,begin
489,The horse was referred to as a Eohippus when it had multiple toes.,wiki,They,25 adult years,reach
