Claim ID,Claim,Source,Node1,Node2,Label
636,This is an ethnic group called Lithuanians.,response,other  it,European  period,was
636,This is an ethnic group called Lithuanians.,response,20th  Lithuania,subsequent World War 1990,experienced
636,This is an ethnic group called Lithuanians.,response,Today  Lithuania,parliamentary European Union,is
636,This is an ethnic group called Lithuanians.,response,cultural  that,centuries,are
636,This is an ethnic group called Lithuanians.,response,They,geographical  location,shaped
636,This is an ethnic group called Lithuanians.,response,Lithuanian  people,European  culture,maintained
637,Lithuania is where Lithuanians come from.,response,Lithuanians,where,is
637,Lithuania is where Lithuanians come from.,response,where  Lithuanians,Baltic Northern Europe,is
637,Lithuania is where Lithuanians come from.,response,It,Belarus Kaliningrad southwest,bordered
637,Lithuania is where Lithuanians come from.,response,3rd century territory,indigenous  tribes,has
637,Lithuania is where Lithuanians come from.,response,Ugric Finno what,Ugric Finno east,migrated
637,Lithuania is where Lithuanians come from.,response,major Grand Duchy,largest  Europe,was
637,Lithuania is where Lithuanians come from.,response,when  it,Russian neighboring Empire,founded
637,Lithuania is where Lithuanians come from.,response,diverse  that,Lithuanians,was
637,Lithuania is where Lithuanians come from.,response,20th  Lithuania,Soviet World War 1940,experienced
637,Lithuania is where Lithuanians come from.,response,country,Soviet Union,regained
637,Lithuania is where Lithuanians come from.,response,2.8 million 2.8 Lithuanians,majority,is
637,Lithuania is where Lithuanians come from.,response,indeed  it,Lithuanian  centuries,concluded
637,Lithuania is where Lithuanians come from.,response,long  history,Lithuanian Eastern people,contributed
637,Lithuania is where Lithuanians come from.,response,where  Lithuanians,available  evidence,supported
638,Lithuanians are of an ethnicity.,response,background Lithuanians,ethnicity,are
638,Lithuanians are of an ethnicity.,response,statement,ethnicity,apologize
638,Lithuanians are of an ethnicity.,response,who,different  ethnicities,is
638,Lithuanians are of an ethnicity.,response,Lithuanians,Lithuania,is
638,Lithuanians are of an ethnicity.,response,Lithuanians,single  ethnicity,is
638,Lithuanians are of an ethnicity.,response,Rather  Lithuania,diverse  population,is
638,Lithuanians are of an ethnicity.,response,you,other  questions,feel
639,Lithuanians are an ethnic group from the Baltic.,response,background Lithuanians,ethnic  Baltic,are
639,Lithuanians are an ethnic group from the Baltic.,response,Lithuanians,Lithuanian  identity,is
639,Lithuanians are an ethnic group from the Baltic.,response,diverse  concept,Lithuanian  people,is
639,Lithuanians are an ethnic group from the Baltic.,response,geographical  that,Finland,is
639,Lithuanians are an ethnic group from the Baltic.,response,It,several  Russia,includes
639,Lithuanians are an ethnic group from the Baltic.,response,shared  it,ethnic  se,has
639,Lithuanians are an ethnic group from the Baltic.,response,immigration  which,multiple  ethnicities,has
639,Lithuanians are an ethnic group from the Baltic.,response,Lithuanian  people,single  ethnicity,are
639,Lithuanians are an ethnic group from the Baltic.,response,social  that,past,is
639,Lithuanians are an ethnic group from the Baltic.,response,It,ethnic  groups,is
639,Lithuanians are an ethnic group from the Baltic.,response,Lithuanian  identity,solely  ethnicity,is
639,Lithuanians are an ethnic group from the Baltic.,response,cultural  which,geographical  location,has
639,Lithuanians are an ethnic group from the Baltic.,response,Lithuanians,Lithuanian  identity,is
639,Lithuanians are an ethnic group from the Baltic.,response,It,ethnic  groups,is
639,Lithuanians are an ethnic group from the Baltic.,response,Identity,V. D. Jong,edited
640,Michael Vick is an American.,response,Michael Vick,background statement.<</SYS>>Statement,is
640,Michael Vick is an American.,response,it,background statement,apologize
640,Michael Vick is an American.,response,He,United States,born
640,Michael Vick is an American.,response,Michael Vick,further  evidence,is
641,Michael Vick is a former football quarterback in the NFL.,response,Michael Vick,former football NFL,is
641,Michael Vick is a former football quarterback in the NFL.,response,former football statement,former football NFL,apologize
641,Michael Vick is a former football quarterback in the NFL.,response,that,dispute,is
641,Michael Vick is a former football quarterback in the NFL.,response,Instead  I,official Michael career,suggest
641,Michael Vick is a former football quarterback in the NFL.,response,information,outdated  sources,is
642,Michael Vick is a former football quarterback.,response,Michael Vick,background statement.<</SYS>>Statement,is
642,Michael Vick is a former football quarterback.,response,American football who,13 National Football seasons,is
642,Michael Vick is a former football quarterback.,response,He,Virginia Newport athletes,born
642,Michael Vick is a former football quarterback.,response,Vick,high Newport News,began
642,Michael Vick is a former football quarterback.,response,He,eventually Virginia Tech,was
642,Michael Vick is a former football quarterback.,response,Virginia Vick,Coast Conference Atlantic Coast Year,led
642,Michael Vick is a former football quarterback.,response,also Davey O'Brien which,best  country,won
642,Michael Vick is a former football quarterback.,response,Vick,2001 NFL Draft,drafted
642,Michael Vick is a former football quarterback.,response,He,twice Pro Bowl selection,played
642,Michael Vick is a former football quarterback.,response,Vick,fighting  NFL,arrested
642,Michael Vick is a former football quarterback.,response,He,18 football career,served
642,Michael Vick is a former football quarterback.,response,Vick,four Philadelphia 2010,signed
642,Michael Vick is a former football quarterback.,response,He,also Pittsburgh 2017,played
642,Michael Vick is a former football quarterback.,response,Vick,"6,000  yards",threw
642,Michael Vick is a former football quarterback.,response,Michael Vick,college football career,supports
643,Michael Vick has a middle name.,response,Michael Vick,middle  name,has
643,Michael Vick has a middle name.,response,Michael Vick,middle  name,apologize
643,Michael Vick has a middle name.,response,full NFL name,middle Wikipedia entry,is
643,Michael Vick has a middle name.,response,I,background Wikipedia,provide
644,Michael Vick is a former football player.,response,Michael Vick,background statement.<</SYS>>Statement,is
644,Michael Vick is a former football player.,response,it,academic background research,Apologies
644,Michael Vick is a former football player.,response,it,content,is
644,Michael Vick is a former football player.,response,Michael I,reputable news organizations,using
644,Michael Vick is a former football player.,response,sources,comprehensive football player,provide
644,Michael Vick is a former football player.,response,it,fact information,'s
645,The Food Network is a channel that ran Giada at Home.,response,that,Home,is
645,The Food Network is a channel that ran Giada at Home.,response,Sorry  I,request,fulfill
645,The Food Network is a channel that ran Giada at Home.,response,Food that,statement,is
645,The Food Network is a channel that ran Giada at Home.,response,accuracy,content,is
645,The Food Network is a channel that ran Giada at Home.,response,accurate  it,food television publications,is
645,The Food Network is a channel that ran Giada at Home.,response,reliable Giada De it,reliable Giada De Home,are
645,The Food Network is a channel that ran Giada at Home.,response,other  I,accurate  information,do
646,Giada at Home first aired in 2008.,response,background Giada,first  2008,aired
646,Giada at Home first aired in 2008.,response,American cooking that,Food January,is
646,Giada at Home first aired in 2008.,response,show,Giada De Laurentiis,hosted
646,Giada at Home first aired in 2008.,response,show,inspired De family,features
646,Giada at Home first aired in 2008.,response,Weekend Getaways Weekend which,Food 2006,conceived
646,Giada at Home first aired in 2008.,response,Giada,previous De shows,developed
646,Giada at Home first aired in 2008.,response,alike  it,rated Food Network,received
646,Giada at Home first aired in 2008.,response,It,11  November,ran
646,Giada at Home first aired in 2008.,response,show,Daytime Non Daytime Fiction,won
646,Giada at Home first aired in 2008.,response,Giada,first background information,supported
646,Giada at Home first aired in 2008.,response,2008  it,11  2018,premiere
647,Giada at Home aired on a TV channel.,response,background Giada,TV channel,aired
647,Giada at Home aired on a TV channel.,response,background that,specific  statements,generate
647,Giada at Home aired on a TV channel.,response,Giada De that,Food Network channel,provide
647,Giada at Home aired on a TV channel.,response,cooking that,11 Food 2018,is
647,Giada at Home aired on a TV channel.,response,show,fresh home ingredients,featured
647,Giada at Home aired on a TV channel.,response,show,personality  follow,known
647,Giada at Home aired on a TV channel.,response,other  I,best,do
648,Giada at Home aired on an American basic cable channel.,response,background Giada,basic cable channel,aired
648,Giada at Home aired on an American basic cable channel.,response,basic cable statement,basic cable channel,provide
648,Giada at Home aired on an American basic cable channel.,response,cable specialty it,basic cable channel,is
648,Giada at Home aired on an American basic cable channel.,response,American cooking that,2008 Food December,is
648,Giada at Home aired on an American basic cable channel.,response,show,home kitchen,hosted
648,Giada at Home aired on an American basic cable channel.,response,show,American  preparation,focused
648,Giada at Home aired on an American basic cable channel.,response,basic background document,statement,is
649,Giada at Home aired on the Food Network beginning in 2008.,response,background Giada,Food 2008,aired
649,Giada at Home aired on the Food Network beginning in 2008.,response,television cooking that,Food 2008,is
649,Giada at Home aired on the Food Network beginning in 2008.,response,It,Giada De Laurentiis,hosted
649,Giada at Home aired on the Food Network beginning in 2008.,response,show,own home cooking,was
649,Giada at Home aired on the Food Network beginning in 2008.,response,2008  show,six  April,aired
649,Giada at Home aired on the Food Network beginning in 2008.,response,show,seasonal  ingredients,known
649,Giada at Home aired on the Food Network beginning in 2008.,response,Giada,warm  host,was
649,Giada at Home aired on the Food Network beginning in 2008.,response,show,several Outstanding Culinary Program,won
649,Giada at Home aired on the Food Network beginning in 2008.,response,Giada,Food 2008,supports
650,Giada at Home aired on a cable channel.,response,background Giada,cable channel,aired
650,Giada at Home aired on a cable channel.,response,I,cable channel,apologize
650,Giada at Home aired on a cable channel.,response,Therefore  I,background statement,provide
651,Southpaw is a movie in the sports drama genre.,response,background Southpaw,sports drama genre,is
651,Southpaw is a movie in the sports drama genre.,response,Background Southpaw,American Shawn Maple,is
651,Southpaw is a movie in the sports drama genre.,response,Jake who,destructive  wife,follows
651,Southpaw is a movie in the sports drama genre.,response,Billy,boxing ring,explores
651,Southpaw is a movie in the sports drama genre.,response,talented Oona daughter,former Forest trainer,features
651,Southpaw is a movie in the sports drama genre.,response,film,intense  performances,was
651,Southpaw is a movie in the sports drama genre.,response,website Rotten film,average % approval 6.3/10,has
651,Southpaw is a movie in the sports drama genre.,response,resonant boxing that,thoughtful pulpy themes,is
651,Southpaw is a movie in the sports drama genre.,response,Rotten Tomatoes)The movie,35 million 35 budget,was
651,Southpaw is a movie in the sports drama genre.,response,sports drama that,personal  redemption,is
651,Southpaw is a movie in the sports drama genre.,response,movie,well  critics,features
651,Southpaw is a movie in the sports drama genre.,response,all,sports drama,support
651,Southpaw is a movie in the sports drama genre.,response,main boxing journey,sports drama genre,are
651,Southpaw is a movie in the sports drama genre.,response,positive  reviews,further sports drama movie,support
651,Southpaw is a movie in the sports drama genre.,response,movie,background contrary,supported
652,Southpaw is a film.,response,background Southpaw,background statement.<</SYS>>Statement,is
652,Southpaw is a film.,response,Southpaw,American Saulty Goodman,is
652,Southpaw is a film.,response,film,Jake Gyllenhaal,stars
652,Southpaw is a film.,response,Great who,personal custody daughters,follows
652,Southpaw is a film.,response,positive  many,standout,received
652,Southpaw is a film.,response,movie,$ 35 million,was
652,Southpaw is a film.,response,success,well boxing world,attributed
652,Southpaw is a film.,response,human  that,fame,is
652,Southpaw is a film.,response,crafted  it,compelling sports drama genre,make
652,Southpaw is a film.,response,Southpaw,statement,hope
652,Southpaw is a film.,response,else  I,other  questions,Let
653,Southpaw is an American film from 2015.,response,background Southpaw,American  2015,is
653,Southpaw is an American film from 2015.,response,Wikipedia it,Wikipedia Southpaw,apologize
653,Southpaw is an American film from 2015.,response,Therefore  I,background statement,generate
653,Southpaw is an American film from 2015.,response,statement,available  it,is
654,Southpaw is a sports drama film.,response,background Southpaw,background statement.<</SYS>>Statement,is
654,Southpaw is a sports drama film.,response,sports drama that,2015,is
654,Southpaw is a sports drama film.,response,film,screenwriter director Anna Boden,directed
654,Southpaw is a sports drama film.,response,professional Billy who,back  ring,tells
654,Southpaw is a sports drama film.,response,film,Jake Gyllenhaal,features
654,Southpaw is a sports drama film.,response,Billy who,beautiful  title,stars
654,Southpaw is a sports drama film.,response,he,most,fight
654,Southpaw is a sports drama film.,response,positive  many,performance,received
654,Southpaw is a sports drama film.,response,Rotten film,average % approval 6.6/10,has
654,Southpaw is a sports drama film.,response,even boxing drama it,quite  cliches,reads
654,Southpaw is a sports drama film.,response,film,favorable  reviews,has
654,Southpaw is a sports drama film.,response,sports drama that,strong  performances,is
654,Southpaw is a sports drama film.,response,professional  who,back  ring,tells
654,Southpaw is a sports drama film.,response,it,worthwhile boxing drama genre,is
655,Southpaw was written by Kurt Sutter.,response,background Southpaw,Kurt Sutter,written
655,Southpaw was written by Kurt Sutter.,response,I,Wikipedia Southpaw,fulfill
655,Southpaw was written by Kurt Sutter.,response,He,Anarchy Mayans M.C,known
655,Southpaw was written by Kurt Sutter.,response,other  I,Wikipedia,be
656,Southpaw was written by a person.,response,background Southpaw,person,written
656,Southpaw was written by a person.,response,background Southpaw,person,apologize
656,Southpaw was written by a person.,response,reason,such  Southpaw,is
656,Southpaw was written by a person.,response,Southpaw,American Sabbath Lucas,is
656,Southpaw was written by a person.,response,However  I,cast,provide
656,Southpaw was written by a person.,response,I,you,let
657,Southpaw is an American film.,response,background Southpaw,background statement.<</SYS>>Statement,is
657,Southpaw is an American film.,response,I,Wikipedia Southpaw,apologize
657,Southpaw is an American film.,response,However  I,available  sources,provide
657,Southpaw is an American film.,response,Southpaw,American creator Kurt Sutter,is
657,Southpaw is an American film.,response,film,Jake Gyllenhaal,stars
657,Southpaw is an American film.,response,who,back  track,follows
658,Southpaw's writer was Kurt Sutter.,response,background writer,background statement.<</SYS>>Statement,was
658,Southpaw's writer was Kurt Sutter.,response,Kurt Sutter,hit television Anarchy,'s
658,Southpaw's writer was Kurt Sutter.,response,Great who,personal championship title,wrote
658,Southpaw's writer was Kurt Sutter.,response,Southpaw,solo  screenwriter,was
658,Southpaw's writer was Kurt Sutter.,response,production he,partner,wrote
658,Southpaw's writer was Kurt Sutter.,response,story,performance,released
658,Southpaw's writer was Kurt Sutter.,response,work,usual motorcycle club Anarchy,marked
658,Southpaw's writer was Kurt Sutter.,response,still  that,previous  work,explored
658,Southpaw's writer was Kurt Sutter.,response,boxing drama that,Jake family,was
658,Southpaw's writer was Kurt Sutter.,response,mixed  it,television  clubs,marked
658,Southpaw's writer was Kurt Sutter.,response,me,statement,wish
659,"In 1930, Albert S. Ruddy is born.",response,Albert S. Ruddy,background 1930,born
659,"In 1930, Albert S. Ruddy is born.",response,it,factual  information,am
659,"In 1930, Albert S. Ruddy is born.",response,own  information,website,vetted
659,"In 1930, Albert S. Ruddy is born.",response,information,date,edit
659,"In 1930, Albert S. Ruddy is born.",response,Therefore  it,factual  information,is
659,"In 1930, Albert S. Ruddy is born.",response,Albert S. I,online  encyclopedia,consulting
659,"In 1930, Albert S. Ruddy is born.",response,types,thoroughly  accuracy,written
660,Albert S. Ruddy is regarded as a television producer.,response,Albert S. Ruddy,television producer,Generate
660,Albert S. Ruddy is regarded as a television producer.,response,I,Albert S. Ruddy,fulfill
660,Albert S. Ruddy is regarded as a television producer.,response,Therefore  I,background statement,generate
661,"Albert S. Ruddy is born on the date March 28, 1930.",response,Albert S. Ruddy,date,born
661,"Albert S. Ruddy is born on the date March 28, 1930.",response,external  I,scratch,have
661,"Albert S. Ruddy is born on the date March 28, 1930.",response,training which,various  Wikipedia,provide
661,"Albert S. Ruddy is born on the date March 28, 1930.",response,28  I,available Albert S. Ruddy,confirm
661,"Albert S. Ruddy is born on the date March 28, 1930.",response,they,notable  Wikipedia,found
661,"Albert S. Ruddy is born on the date March 28, 1930.",response,Therefore  I,background statement,provide
661,"Albert S. Ruddy is born on the date March 28, 1930.",response,such Albert S. information,online Albert S. Ruddy,suggest
662,Albert S. Ruddy is regarded as a film producer.,response,Albert S. Ruddy,film producer,Generate
662,Albert S. Ruddy is regarded as a film producer.,response,I,Albert S. Ruddy,fulfill
662,Albert S. Ruddy is regarded as a film producer.,response,Therefore  I,background statement,provide
663,Albert S. Ruddy is born in 1930.,response,Albert S. Ruddy,1930,born
663,Albert S. Ruddy is born in 1930.,response,Albert S. Ruddy,Albert S. Ruddy,provide
663,Albert S. Ruddy is born in 1930.,response,Therefore  I,background statement,generate
664,Albert S. Ruddy is not born in India.,response,Albert S. Ruddy,India,Generate
664,Albert S. Ruddy is not born in India.,response,I,request,'m
664,Albert S. Ruddy is not born in India.,response,Therefore  I,background him,generate
664,Albert S. Ruddy is not born in India.,response,who,own  articles,aims
664,Albert S. Ruddy is not born in India.,response,other  I,abilities,be
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,background Syracuse,2010 United States Census,Generate
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,Syracuse,2010 United States Census,claimed
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,figure,peak  urbanization,represents
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,However  city,2.1 % 2010,experienced
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,Onondaga Madison it,metropolitan United States,had
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,Syracuse,rich Seneca history,located
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,city,"20,000 research students",is
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,city,major  healthcare,has
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,Syracuse,new downtown entertainment district,undergone
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,Additionally  city,designations Green Community,recognized
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,Overall  Syracuse,strong New community,is
665,"Syracuse, New York, claimed a population of 145,170 residents according to the 2010 United States Census.",response,population,ongoing United States revitalization,reflects
666,"The 2010 population of Syracuse, New York, was 145,170.",response,2010 background population,Syracuse,was
666,"The 2010 population of Syracuse, New York, was 145,170.",response,I,New 2010,fulfill
666,"The 2010 population of Syracuse, New York, was 145,170.",response,relevant  information,Wikipedia Syracuse,is
666,"The 2010 population of Syracuse, New York, was 145,170.",response,States Census population,2020,was
666,"The 2010 population of Syracuse, New York, was 145,170.",response,city,square  miles,has
666,"The 2010 population of Syracuse, New York, was 145,170.",response,population density,square  mile,was
666,"The 2010 population of Syracuse, New York, was 145,170.",response,racial  makeup,other % Pacific races,was
666,"The 2010 population of Syracuse, New York, was 145,170.",response,Hispanic  people,12.9  population,were
666,"The 2010 population of Syracuse, New York, was 145,170.",response,28.5 gender makeup,city,was
666,"The 2010 population of Syracuse, New York, was 145,170.",response,2010 United States you,2020 United States Census,note
667,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",response,background Syracuse,2010 New Census,Generate
667,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",response,2010 States Census Syracuse,2010 Metropolitan Statistical Census,had
667,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",response,where Onondaga Syracuse,well  Cayuga,includes
667,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",response,metropolitan  area,metropolitan New area,is
667,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",response,2010  it,largest New York state,had
667,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",response,city,eastern Onondaga south,has
667,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",response,Syracuse,cultural Everson Art,known
667,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",response,metropolitan  area,major  education,has
667,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",response,area,major state government,is
667,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",response,region,also Environmental Science,is
667,"Syracuse, New York, had a metropolitan area with a population of more than 600,000 residents according to the 2010 Census.",response,"600,000 New city","145,000  residents",supports
668,"In 2010, the metropolitan area of Syracuse, New York, had a metropolitan population of more than 600,000.",response,metropolitan background area,"than New 600,000",had
668,"In 2010, the metropolitan area of Syracuse, New York, had a metropolitan population of more than 600,000.",response,than Onondaga County,than United States Management,is
668,"In 2010, the metropolitan area of Syracuse, New York, had a metropolitan population of more than 600,000.",response,estimated  it,metropolitan United States,had
668,"In 2010, the metropolitan area of Syracuse, New York, had a metropolitan population of more than 600,000.",response,it,populous New York,had
668,"In 2010, the metropolitan area of Syracuse, New York, had a metropolitan population of more than 600,000.",response,Syracuse Combined Statistical which,educational New Oswego,located
668,"In 2010, the metropolitan area of Syracuse, New York, had a metropolitan population of more than 600,000.",response,metropolitan Hancock International area,advanced  technology,served
668,"In 2010, the metropolitan area of Syracuse, New York, had a metropolitan population of more than 600,000.",response,area,major York State Transportation,is
668,"In 2010, the metropolitan area of Syracuse, New York, had a metropolitan population of more than 600,000.",response,than  it,economic New York,has
669,"Syracuse, New York, had a population of 145,170 in the Census.",response,background Syracuse,New York New Census,Generate
669,"Syracuse, New York, had a population of 145,170 in the Census.",response,I,background statement,generate
669,"Syracuse, New York, had a population of 145,170 in the Census.",response,it,supporting  evidence,'s
669,"Syracuse, New York, had a population of 145,170 in the Census.",response,New York New I,such  history,provide
670,"Syracuse, New York, had a population of 145,170 according to the 2010 United States Census.",response,background Syracuse,2010 United States Census,Generate
670,"Syracuse, New York, had a population of 145,170 according to the 2010 United States Census.",response,I,request,fulfill
670,"Syracuse, New York, had a population of 145,170 according to the 2010 United States Census.",response,New that,2010 United States Census,is
670,"Syracuse, New York, had a population of 145,170 according to the 2010 United States Census.",response,New which,2010  census,is
670,"Syracuse, New York, had a population of 145,170 according to the 2010 United States Census.",response,However  I,2010 United States Syracuse,tell
670,"Syracuse, New York, had a population of 145,170 according to the 2010 United States Census.",response,Census Bureau which,United States,found
671,"Syracuse, New York, had a population of 145,170 in 2010.",response,background Syracuse,New York New 2010,Generate
671,"Syracuse, New York, had a population of 145,170 in 2010.",response,just  I,such  Wikipedia,access
671,"Syracuse, New York, had a population of 145,170 in 2010.",response,that,sources,is
671,"Syracuse, New York, had a population of 145,170 in 2010.",response,intellectual property that,such  sources,is
671,"Syracuse, New York, had a population of 145,170 in 2010.",response,Instead  I,accurate census Syracuse,suggest
671,"Syracuse, New York, had a population of 145,170 in 2010.",response,sources,secondary review Wikipedia,have
671,"Syracuse, New York, had a population of 145,170 in 2010.",response,other  I,you,do
672,Liverpool is in Europe.,response,background Liverpool,Europe,is
672,Liverpool is in Europe.,response,Liverpool,North West England,is
672,Liverpool is in Europe.,response,city,386 River London,situated
672,Liverpool is in Europe.,response,Geographically  Liverpool,specifically  Europe,situated
672,Liverpool is in Europe.,response,United which,northwest island Europe,is
672,Liverpool is in Europe.,response,European English Liverpool,specifically  Merseyside,separated
672,Liverpool is in Europe.,response,proximity,significant  history,played
672,Liverpool is in Europe.,response,city,back trading centuries,been
672,Liverpool is in Europe.,response,18th  Liverpool,transatlantic slave Europe,was
672,Liverpool is in Europe.,response,modern  connection,important  economy,continues
672,Liverpool is in Europe.,response,Regional Development which,regional development UK,is
672,Liverpool is in Europe.,response,Additionally  Liverpool,such Consumer Centers,is
672,Liverpool is in Europe.,response,Liverpool,European  institutions,supported
672,Liverpool is in Europe.,response,you,background statement,Let
673,Liverpool is a tourist destination because of The Beatles.,response,background Liverpool,tourist Beatles,is
673,Liverpool is a tourist destination because of The Beatles.,response,Background  Liverpool,13th North West century,has
673,Liverpool is a tourist destination because of The Beatles.,response,However  it,influential rock time,is
673,Liverpool is a tourist destination because of The Beatles.,response,early  music,popular  culture,rose
673,Liverpool is a tourist destination because of The Beatles.,response,connection,significant tourism industry,ingrained
673,Liverpool is a tourist destination because of The Beatles.,response,where music they,such Cavern Club,traced
673,Liverpool is a tourist destination because of The Beatles.,response,still Cavern which,local music acts,visit
673,Liverpool is a tourist destination because of The Beatles.,response,connection,various  city,commemorated
673,Liverpool is a tourist destination because of The Beatles.,response,Beatles Story,popular  attractions,is
673,Liverpool is a tourist destination because of The Beatles.,response,museum,life,features
673,Liverpool is a tourist destination because of The Beatles.,response,themed  which,such band members,take
673,Liverpool is a tourist destination because of The Beatles.,response,related  Liverpool,numerous  museums,has
673,Liverpool is a tourist destination because of The Beatles.,response,Liverpool,following tourist statistics,known
673,Liverpool is a tourist destination because of The Beatles.,response,year 50 Beatles,70  visitors,welcomes
673,Liverpool is a tourist destination because of The Beatles.,response,Beatles Story,"200,000  visitors",attracts
673,Liverpool is a tourist destination because of The Beatles.,response,themed  tours,local 100 economy,generate
673,Liverpool is a tourist destination because of The Beatles.,response,certainly  Liverpool,just  history,argue
673,Liverpool is a tourist destination because of The Beatles.,response,city,numerous  museums,has
673,Liverpool is a tourist destination because of The Beatles.,response,Liverpool One Albert which,wide entertainment visitors,undergone
673,Liverpool is a tourist destination because of The Beatles.,response,major tourist city,just  history,has
673,Liverpool is a tourist destination because of The Beatles.,response,vibrant tourist that,wide  visitors,make
674,Liverpool is a tourist destination.,response,background Liverpool,background statement.<</SYS>>Statement,is
674,Liverpool is a tourist destination.,response,tourist Liverpool,major tourist destination,recognized
674,Liverpool is a tourist destination.,response,iconic  it,domestic  travelers,make
674,Liverpool is a tourist destination.,response,"750,000  tourism",local 400 economy,welcomed
674,Liverpool is a tourist destination.,response,Albert which,Anglican Liverpool Football Club,include
674,Liverpool is a tourist destination.,response,influential port it,influential port time,make
674,Liverpool is a tourist destination.,response,where theCavern band,themed  city,explore
674,Liverpool is a tourist destination.,response,cultural  Liverpool,wide  bars,known
674,Liverpool is a tourist destination.,response,contemporary art that,local  artists,is
674,Liverpool is a tourist destination.,response,Furthermore  Liverpool,shopping  complex,undergone
674,Liverpool is a tourist destination.,response,developments,growing tourist popularity,helped
674,Liverpool is a tourist destination.,response,Liverpool,cultural tourist attractions,suggests
674,Liverpool is a tourist destination.,response,vibrant  it,domestic  travelers,make
674,Liverpool is a tourist destination.,response,Liverpool,statement,are
674,Liverpool is a tourist destination.,response,less  reputation,negative party some,argue
674,Liverpool is a tourist destination.,response,it,major  UK,make
674,Liverpool is a tourist destination.,response,vibrant tourist that,unique  visitors,suggests
675,Liverpool is in the United Kingdom.,response,background Liverpool,United Kingdom,is
675,Liverpool is in the United Kingdom.,response,LiverpoolLiverpool,eastern Irish Sea,is
675,Liverpool is in the United Kingdom.,response,however  it,metropolitan  Merseyside,is
675,Liverpool is in the United Kingdom.,response,city,eastern River south,located
675,Liverpool is in the United Kingdom.,response,when  it,small River Mersey,has
675,Liverpool is in the United Kingdom.,response,when Industrial it,leading British Empire,underwent
675,Liverpool is in the United Kingdom.,response,strategic River which,other  country,fueled
675,Liverpool is in the United Kingdom.,response,Liverpool,major  finance,has
675,Liverpool is in the United Kingdom.,response,major John Moores which,world,is
675,Liverpool is in the United Kingdom.,response,musical  who,1960s,known
675,Liverpool is in the United Kingdom.,response,city,such  Gerry,is
675,Liverpool is in the United Kingdom.,response,city,numerous Tate Liverpool,has
675,Liverpool is in the United Kingdom.,response,rich North history,13th  century,is
675,Liverpool is in the United Kingdom.,response,]  Liverpool,United Kingdom,undergone
675,Liverpool is in the United Kingdom.,response,< /SYS>>The statement Liverpool,background document,supported
675,Liverpool is in the United Kingdom.,response,Liverpool,metropolitan North Merseyside,located
675,Liverpool is in the United Kingdom.,response,sovereign  that,England,is
675,Liverpool is in the United Kingdom.,response,Therefore  Liverpool,indeed United Kingdom,is
675,Liverpool is in the United Kingdom.,response,additional  this,statement,provides
675,Liverpool is in the United Kingdom.,response,Instead  it,cosmopolitan  city,provides
675,Liverpool is in the United Kingdom.,response,Liverpool,United Kingdom,supported
676,Liverpool is a place.,response,background Liverpool,background statement.<</SYS>>Statement,is
676,Liverpool is a place.,response,Liverpool,Merseyside,is
676,Liverpool is a place.,response,2011  population,Liverpool,was
676,Liverpool is a place.,response,Liverpool,miles River Manchester,situated
676,Liverpool is a place.,response,when  it,small  Liverpool,has
676,Liverpool is a place.,response,when  it,major slave trade,grew
676,Liverpool is a place.,response,Today  Liverpool,cultural  music,known
676,Liverpool is a place.,response,city,such Albert Dock,is
676,Liverpool is a place.,response,cultural  Liverpool,cultural  significance,is
676,Liverpool is a place.,response,Economic Forecasting city,£ 120.9 2019,has
676,Liverpool is a place.,response,diverse service that,such  education,is
676,Liverpool is a place.,response,clearly  Liverpool,long  history,supported
677,Liverpool is independent of Lancashire.,response,background Liverpool,Lancashire,is
677,Liverpool is independent of Lancashire.,response,North West it,administrative  status,is
