Claim,Claim ID,Source,Node1,Node2,Label
7,307,wiki_real,He,torn  reconciliation,sought
7,307,wiki_real,when  he,fatally John Wilkes Booth,attending
7,307,wiki_real,Lincoln,American United history,remembered
7,307,wiki_real,Abraham Lincoln,second Sinking Spring Hodgenville,born
7,307,wiki_real,Samuel who,1638,was
7,307,wiki_real,family,west New Jersey,migrated
7,307,wiki_real,namesake,Jefferson County,moved
7,307,wiki_real,captain,Indian  1786,killed
7,307,wiki_real,children,old  attack,witnessed
7,307,wiki_real,odd  family,early Hardin 1800s,worked
7,307,wiki_real,widely  she,Lucy Hanks,remains
7,307,wiki_real,Thomas,1806 Washington Elizabethtown,married
7,307,wiki_real,three  who,infant,had
7,307,wiki_real,Thomas Lincoln,property titles,bought
7,307,wiki_real,where land surveys,Indiana,moved
7,307,wiki_real,slaveholding  they,unbroken Hurricane Township,was
7,307,wiki_real,move,mainly land title difficulties,noted
7,307,wiki_real,Thomas,farmer,worked
7,307,wiki_real,various  he,appraised county patrols,owned
7,307,wiki_real,Separate Baptists which,alcohol,were
7,307,wiki_real,clear  which,clear  Indiana,obtained
7,307,wiki_real,1818 Nancy Lincoln,old milk father,succumbed
7,307,wiki_real,1828  Sarah,stillborn  son,died
7,307,wiki_real,1819  Thomas,three Sarah Bush own,married
7,307,wiki_real,Abraham,stepmother,became
7,307,wiki_real,Lincoln,hard farm life,disliked
7,307,wiki_real,even  he,Poetry,said
7,307,wiki_real,he,physical Illinois Lincoln,acknowledged
7,307,wiki_real,formal  schooling,itinerant  teachers,was
7,307,wiki_real,where  he,12 farm 15,included
7,307,wiki_real,He,lifelong  learning,persisted
7,307,wiki_real,reading,Benjamin Franklin,recalled
7,307,wiki_real,customarily  he,customarily  home,took
7,307,wiki_real,Lincoln,ax,was
7,307,wiki_real,He,also catch wrestling,was
7,307,wiki_real,He,county wrestling 21,became
7,307,wiki_real,He,renowned Grove Boys,gained
7,307,wiki_real,several milk sickness members,free Macon County,moved
7,307,wiki_real,Abraham,increasingly  education,became
7,307,wiki_real,new Coles Abraham,own,struck
7,307,wiki_real,He,six New years,made
7,307,wiki_real,where New he,first  slavery,took
7,307,wiki_real,how  he,rhetorical  skills,asked
7,307,wiki_real,he,insufficient  term,answered
7,307,wiki_real,he,six  Euclid,left
7,307,wiki_real,,here  sight,referencing
7,307,wiki_real,when  he,New Salem,was
7,307,wiki_real,they,relationship,were
7,307,wiki_real,She,likely typhoid fever,died
7,307,wiki_real,early  he,Mary Kentucky,met
7,307,wiki_real,she,New Salem,agreed
7,307,wiki_real,Owens,November,arrived
7,307,wiki_real,however  they,second  thoughts,had
7,307,wiki_real,she,relationship,wrote
7,307,wiki_real,following Mary they,Mary Springfield,met
7,307,wiki_real,She,wealthy Robert Smith Lexington,was
7,307,wiki_real,1841  they,1842 Springfield sister,canceled
7,307,wiki_real,I,hell,asked
7,307,wiki_real,couple,law office,bought
7,307,wiki_real,Mary,hired  servant,kept
7,307,wiki_real,four  work,away  home,was
7,307,wiki_real,oldest Robert Todd Lincoln,only  maturity,born
7,307,wiki_real,Edward Baker Lincoln,probably  tuberculosis,died
7,307,wiki_real,Willie  Lincoln,1850 White February,born
7,307,wiki_real,Tad  Lincoln,18 heart July,born
7,307,wiki_real,remarkably  Lincolns,own,was
7,307,wiki_real,when  Lincoln,law office,grow
7,307,wiki_real,it,too  behavior,was
7,307,wiki_real,yet  I,mouth,recounted
7,307,wiki_real,children,what,note
7,307,wiki_real,deaths,profound  parents,had
7,307,wiki_real,condition,melancholy,thought
7,307,wiki_real,Robert,1875,struggled
7,307,wiki_real,Lincoln,general New Salem,joined
7,307,wiki_real,Lincoln,eventually  share,struggled
7,307,wiki_real,March  he,navigational Sangamon River,entered
7,307,wiki_real,he,powerful  election,draw
7,307,wiki_real,Lincoln,briefly Black Hawk War,interrupted
7,307,wiki_real,first campaign he,him,observed
7,307,wiki_real,he,300 New Salem precinct,finished
7,307,wiki_real,Lincoln,voracious county reading,served
7,307,wiki_real,Lincoln,purchased Thomas own,borrowed
7,307,wiki_real,legal  I,nobody,said
7,307,wiki_real,second state house campaign,powerful Whig opponent,was
7,307,wiki_real,,four Sangamon County,followed
7,307,wiki_real,He,Illinois,championed
7,307,wiki_real,He,soil  slavery,voted
7,307,wiki_real,bad  promulgation,rather abolition evils,declared
7,307,wiki_real,American Colonization which,freed  Liberia,echoed
7,307,wiki_real,He,John T. Stuart,admitted
7,307,wiki_real,Lincoln,examinations trial arguments,emerged
7,307,wiki_real,He,several William Herndon,partnered
7,307,wiki_real,Lincoln,old Henry Clay,professed
7,307,wiki_real,party,internal  railroads,favored
7,307,wiki_real,John J. he,one  term,defeated
7,307,wiki_real,Lincoln,also  election,pulled
7,307,wiki_real,all  that,party line,was
7,307,wiki_real,He,Post War Department,assigned
7,307,wiki_real,Lincoln,popular Joshua R. matter,teamed
7,307,wiki_real,when  it,Whig support,dropped
7,307,wiki_real,attractive James K. that,blood,spoke
7,307,wiki_real,He,failed U.S. Mexico,supported
7,307,wiki_real,Lincoln,Spot Resolutions,emphasized
7,307,wiki_real,Mexican  soldiers,own fellow soil,begun
7,307,wiki_real,spot,American  soil,demanded
7,307,wiki_real,national  it,political  district,ignored
7,307,wiki_real,One Illinois newspaper,derisively  him,nicknamed
7,307,wiki_real,Lincoln,making  powers,regretted
7,307,wiki_real,Lincoln,one  House,pledged
7,307,wiki_real,he,presidential Whig election,supported
7,307,wiki_real,Lincoln,General Land Office,won
7,307,wiki_real,administration,Oregon consolation,offered
7,307,wiki_real,so  he,law practice,was
7,307,wiki_real,that,prairie  lawyer,handled
7,307,wiki_real,consecutive Midstate county this,16  years,continued
7,307,wiki_real,Lincoln,new railroad bridges,handled
7,307,wiki_real,ultimately  whoever,him,favored
7,307,wiki_real,later canal that,bridge,represented
7,307,wiki_real,he,shallow flotation water,received
7,307,wiki_real,only  president,patent,commercialized
7,307,wiki_real,51  31,favor,was
7,307,wiki_real,one,largest  clients,was
7,307,wiki_real,legal  reputation,nickname,gave
7,307,wiki_real,Duff  who,James Preston Metzker,argued
7,307,wiki_real,case,judicial  eyewitness,is
7,307,wiki_real,moon,drastically  visibility,produced
7,307,wiki_real,Armstrong,,acquitted
7,307,wiki_real,third  Harrison,political  opponent,was
7,307,wiki_real,he,Harrison,charged
7,307,wiki_real,Lincoln,inadmissible  hearsay,protested
7,307,wiki_real,testimony,dying hearsay rule,argued
7,307,wiki_real,Instead  judge,acquittal,reversed
7,307,wiki_real,Republican  debate,legislative  issue,failed
7,307,wiki_real,1852  Lincoln,gradual slavery issue,highlighted
7,307,wiki_real,electorate,slavery,allow
7,307,wiki_real,Kansas  Act,narrowly  May,alarmed
7,307,wiki_real,Lincoln,months Peoria October,comment
7,307,wiki_real,then  he,presidency,declared
7,307,wiki_real,declared  I,real  slavery,said
7,307,wiki_real,I,but  it,hate
7,307,wiki_real,I,monstrous  slavery,hate
7,307,wiki_real,it,just  world,hate
7,307,wiki_real,attacks,political Nebraska life,marked
7,307,wiki_real,Nationally  Whigs,other slavery issue,split
7,307,wiki_real,I,slavery,think
7,307,wiki_real,new  party,extreme  abolitionists,resisted
7,307,wiki_real,he,nativist Know Nothing movement,held
7,307,wiki_real,Lincoln,Illinois seat,elected
7,307,wiki_real,Kansas  Lincoln,United States Senate,showed
7,307,wiki_real,senators,state legislature,elected
7,307,wiki_real,six  he,majority,was
7,307,wiki_real,Lincoln,Lyman Trumbull,instructed
7,307,wiki_real,earlier antislavery supporters,also antislavery Whig,vowed
7,307,wiki_real,Nebraska Act,North,continued
7,307,wiki_real,Bloomington which,formally Illinois Republican Party,joined
7,307,wiki_real,convention platform,free  state,endorsed
7,307,wiki_real,Lincoln,final party Union,gave
7,307,wiki_real,William Lincoln,Illinois,comprised
7,307,wiki_real,Democrats,former President Millard Fillmore,nominated
7,307,wiki_real,Lincoln,leading  Illinois,prevailed
7,307,wiki_real,Dred master,free Missouri Compromise,was
7,307,wiki_real,slave he,federal  freedom,petitioned
7,307,wiki_real,petition,Dred Sandford,denied
7,307,wiki_real,blacks,Constitution,wrote
7,307,wiki_real,decision,further  North,sparked
7,307,wiki_real,Lincoln,Slave Power,denounced
7,307,wiki_real,men,inalienable  happiness,said
7,307,wiki_real,up U.S. Lincoln,him,was
7,307,wiki_real,1856  campaigning,favor,felt
7,307,wiki_real,eastern  Republicans,slave state,supported
7,307,wiki_real,Many Illinois Republicans,eastern  interference,resented
7,307,wiki_real,Senate Lincoln,little  opposition,held
7,307,wiki_real,Lincoln,great  enthusiasm,accepted
7,307,wiki_real,3:25 Divided house,itself,stand
7,307,wiki_real,government,half  slave,believe
7,307,wiki_real,it,,expect
7,307,wiki_real,It,,become
7,307,wiki_real,speech,stark  disunion,created
7,307,wiki_real,then Illinois which,turn,set
7,307,wiki_real,victory,him,stated
7,307,wiki_real,Senate campaign,seven  Lincoln,featured
7,307,wiki_real,American  they,akin  thousands,had
7,307,wiki_real,principals,stark  contrast,stood
7,307,wiki_real,Founding men,Founding premise,warned
7,307,wiki_real,local Freeport settlers,abolitionists,emphasized
7,307,wiki_real,Douglas,slavery,assumed
7,307,wiki_real,more  Lincoln,Dred Scott decision,was
7,307,wiki_real,more  legislature,elected  Douglas,won
7,307,wiki_real,articulation,political  presence,gave
7,307,wiki_real,German language paper,Republican  support,voted
7,307,wiki_real,1858  newspapers,presidential William H. Seward,mentioned
7,307,wiki_real,he,office,lacked
7,307,wiki_real,local  papers,candidacy,told
7,307,wiki_real,coming  Lincoln,fifty campaign trail,was
7,307,wiki_real,he,Republican  party,became
7,307,wiki_real,overwhelming Midwestern United he,less  east,was
7,307,wiki_real,compromising Scott which,political  rivals,wrote
7,307,wiki_real,Founding Fathers,repeatedly United slavery,invited
7,307,wiki_real,He,middle  right,insisted
7,307,wiki_real,he,audience,thought
7,307,wiki_real,intellectual  that,contention,demonstrated
7,307,wiki_real,man,first New York audience,reported
7,307,wiki_real,David Herbert Donald,Chase  delivery,described
7,307,wiki_real,taste,mouth,is
7,307,wiki_real,Republican State Convention,Decatur,held
7,307,wiki_real,followers,first Jesse endorsement,organized
7,307,wiki_real,land fence supporters,Rail Candidate,adopted
7,307,wiki_real,I,black one hair,described
7,307,wiki_real,Michael Martinez,effective  campaign,wrote
7,307,wiki_real,other Rail he,other Rail times,presented
7,307,wiki_real,18 Republican National Lincoln,such  Seward,won
7,307,wiki_real,former  Democrat,vice ticket,nominated
7,307,wiki_real,success,internal slavery improvements,depended
7,307,wiki_real,iron who,tariff support,put
7,307,wiki_real,that,me,focused
7,307,wiki_real,North,Lincoln,agreed
7,307,wiki_real,election,secession,doubted
7,307,wiki_real,Democratic slave they,incumbent John C. candidate,opposed
7,307,wiki_real,group,former John Tennessee,formed
7,307,wiki_real,Bell,primarily  South,competed
7,307,wiki_real,new voter registration voters,new  parties,began
7,307,wiki_real,Southern  states,Lincoln,knew
7,307,wiki_real,other  Lincoln,Republican Party,gave
7,307,wiki_real,leg that,campaign posters,did
7,307,wiki_real,Republican  speakers,second childhood poverty,focused
7,307,wiki_real,common farm boy,own  efforts,was
7,307,wiki_real,that,"100,000–200,000  copies",produced
7,307,wiki_real,public  many,him,sought
7,307,wiki_real,he,Illinois state attention,took
7,307,wiki_real,personal John George who,presidency,hired
7,307,wiki_real,1860  Lincoln,November,elected
7,307,wiki_real,He,entirely  North,was
7,307,wiki_real,Southern slave he,impending Civil War,cast
7,307,wiki_real,Lincoln,well way California,received
7,307,wiki_real,electoral  Lincoln,180  opponents,had
7,307,wiki_real,he,March,outraged
7,307,wiki_real,1861  Florida,February,followed
7,307,wiki_real,themselves,sovereign Confederate constitution,declared
7,307,wiki_real,South  states,initially secessionist appeal,rejected
7,307,wiki_real,elect secession,elect Confederacy,refused
7,307,wiki_real,Confederacy,provisional Jefferson February,selected
7,307,wiki_real,Lincoln,free Crittenden territories,rejected
7,307,wiki_real,we,constitutional  right,said
7,307,wiki_real,when  Lincoln,office,supported
7,307,wiki_real,where  it,states,protected
7,307,wiki_real,Congress,joint  Constitution,sent
7,307,wiki_real,Lincoln,North,addressed
7,307,wiki_real,emotional farewell he,again  Springfield,return
7,307,wiki_real,president elect,suspected  Baltimore,evaded
7,307,wiki_real,which,military  guard,arrived
7,307,wiki_real,it,country,cited
7,307,wiki_real,This,,is
7,307,wiki_real,We,South,ended
7,307,wiki_real,We,,be
7,307,wiki_real,surely patriot they,better  nature,swell
7,307,wiki_real,legislative Peace compromise,Peace 1861,signaled
7,307,wiki_real,1861  leaders,terms,proposed
7,307,wiki_real,Republican  dismantling,Union,agreed
7,307,wiki_real,war,war,looked
7,307,wiki_real,South order,war,sent
7,307,wiki_real,1861 Confederate forces,Fort fight,fired
7,307,wiki_real,inaugurated  Lincoln,three Southern Unionist invasion,argued
7,307,wiki_real,South,war,talked
7,307,wiki_real,Ft . he,fraternal  blood,concludes
7,307,wiki_real,he,also  forts,vowed
7,307,wiki_real,first  they,just  that,did
7,307,wiki_real,"75,000 volunteer which",seceding  states,called
7,307,wiki_real,call,sides,forced
7,307,wiki_real,Virginia,Union lines,seceded
7,307,wiki_real,North Carolina,two  months,followed
7,307,wiki_real,Kentucky,Missouri,remained
7,307,wiki_real,Fort Sumter attack,north Dixon nation,rallied
7,307,wiki_real,Union who,trains,attacked
7,307,wiki_real,critical rail Army,local Maryland officials,burned
7,307,wiki_real,Lincoln,where habeas Washington,suspended
7,307,wiki_real,John Merryman,petitioned habeas corpus,issue
7,307,wiki_real,he,only  Congress,issued
7,307,wiki_real,Lincoln,select  areas,persisted
7,307,wiki_real,military strategy Lincoln,military  strategy,took
7,307,wiki_real,He,unprecedented  authority,responded
7,307,wiki_real,He,suspected Confederate sympathizers,expanded
7,307,wiki_real,Lincoln,northern  actions,gained
7,307,wiki_real,Lincoln,also border slave war,had
7,307,wiki_real,bipartisan  support,such  positions,was
7,307,wiki_real,Copperheads,slavery,criticized
7,307,wiki_real,Radical Republicans,abolishing  slavery,criticized
7,307,wiki_real,free  who,Confederates,signed
7,307,wiki_real,practical  it,abolishing  slavery,had
7,307,wiki_real,1861 John C. Frémont,martial edict freeing rebels,issued
7,307,wiki_real,Lincoln,military  necessity,canceled
7,307,wiki_real,Missouri,"over  40,000",increased
7,307,wiki_real,Internationally  Lincoln,military  Confederacy,wanted
7,307,wiki_real,He,closely chairman Charles Sumner,relied
7,307,wiki_real,vehemently  U.S.,two Confederate envoys,protested
7,307,wiki_real,Lincoln,two  diplomats,ended
7,307,wiki_real,successful  Lincoln,painstakingly War Department,dissected
7,307,wiki_real,He,success,tracked
7,307,wiki_real,1862 War Lincoln,Edwin Stanton,replaced
7,307,wiki_real,Stanton,"$ War 17,000,000",centralized
7,307,wiki_real,conservative  who,Republican  faction,was
7,307,wiki_real,He,senior  official,worked
7,307,wiki_real,together  Thomas,virtually  war,say
7,307,wiki_real,two  Washington,decisive war victory,embraced
7,307,wiki_real,week  Lincoln,afternoon,met
7,307,wiki_real,carriage he,carriage ride,prevailed
7,307,wiki_real,Military Halleck,European Henri Jomini,was
7,307,wiki_real,Lincoln,such Mississippi River,began
7,307,wiki_real,Lincoln,simply  territory,saw
7,307,wiki_real,Winfield Lincoln,general George B. chief,appointed
7,307,wiki_real,McClellan,then Virginia Peninsula Campaign,took
7,307,wiki_real,troops,Washington,frustrated
7,307,wiki_real,McClellan,capitol,blamed
7,307,wiki_real,Lincoln,continued  inaction,removed
7,307,wiki_real,He,new John Virginia,elevated
7,307,wiki_real,Pope,thus  counterattack,satisfied
7,307,wiki_real,Pope,back Bull Washington,defeated
7,307,wiki_real,Lincoln,Washington,restored
7,307,wiki_real,days Robert E. forces,Potomac Antietam,crossed
7,307,wiki_real,American Union it,Emancipation January,facilitated
7,307,wiki_real,withdrawing Don Carlos Buell,eastern  Tennessee,resisted
7,307,wiki_real,1862 midterm he,Ambrose Burnside,replaced
7,307,wiki_real,appointments,politically  part,were
7,307,wiki_real,Burnside,presidential Rappahannock December,launched
7,307,wiki_real,so  Lincoln,Joseph Hooker,replaced
7,307,wiki_real,military draft that,North labor market,come
7,307,wiki_real,many cost Southerners,generations,gained
7,307,wiki_real,plans,naval  Charleston,included
7,307,wiki_real,Hooker,then George Meade,routed
7,307,wiki_real,Meade,then Gettysburg demands,followed
7,307,wiki_real,same  Grant,western rebel states,captured
7,307,wiki_real,Federal  which,individual  states,limited
7,307,wiki_real,expansion,new  territories,argued
7,307,wiki_real,He,abolition,sought
7,307,wiki_real,1862 General David it,loyal border states,rejected
7,307,wiki_real,federal  Lincoln,federal  which,passed
7,307,wiki_real,it,belief,approved
7,307,wiki_real,only war he,only war which,felt
7,307,wiki_real,Lincoln,Emancipation cabinet,reviewed
7,307,wiki_real,slave base,,concluded
7,307,wiki_real,Republican  editor,New York Tribune,agreed
7,307,wiki_real,then Union exemptions,such  control,said
7,307,wiki_real,right  I,paper,was
7,307,wiki_real,that,northern  whites,spent
7,307,wiki_real,military Union south,three million three slaves,With
7,307,wiki_real,Enlisting,former  slaves,became
7,307,wiki_real,Lincoln,token  numbers,was
7,307,wiki_real,bare  sight,black  rebellion,end
7,307,wiki_real,General Lorenzo Thomas,20 Mississippi Valley,recruited
7,307,wiki_real,freed  undertaking,freed  slaves,included
7,307,wiki_real,Lincoln,Gettysburg battlefield November,spoke
7,307,wiki_real,men,proposition,asserted
7,307,wiki_real,He,all,defined
7,307,wiki_real,government,earth,declared
7,307,wiki_real,here  Address,American  history,became
7,307,wiki_real,General Grant victories,Vicksburg Lincoln,impressed
7,307,wiki_real,I,man,said
7,307,wiki_real,He,,fights
7,307,wiki_real,Union Army,black  troops,felt
7,307,wiki_real,Gettysburg,continued supreme commander,persuaded
7,307,wiki_real,Grant,then  army,assumed
7,307,wiki_real,Grant,presidential  1864,was
7,307,wiki_real,revived Lieutenant which,George Washington,arranged
7,307,wiki_real,same  he,Senate,provided
7,307,wiki_real,nomination,March,confirmed
7,307,wiki_real,bloody Overland which,heavy  sides,waged
7,307,wiki_real,it,summer,replied
7,307,wiki_real,army,,moved
7,307,wiki_real,Lincoln,City Grant,traveled
7,307,wiki_real,Lincoln,Union North,reacted
7,307,wiki_real,Lincoln,morale  ability,authorized
7,307,wiki_real,Confederate which,own  sake,emphasized
7,307,wiki_real,when Confederate general,Early  Washington,became
7,307,wiki_real,fool  you,future Wendell Holmes him,has
7,307,wiki_real,efforts,peace,began
7,307,wiki_real,Vice President Stephens,Hampton Roads,led
7,307,wiki_real,objective,fighting,realized
7,307,wiki_real,,encircled  siege,Grant
7,307,wiki_real,Confederate government,conquered  capital,evacuated
7,307,wiki_real,9  Lee,officially  war,surrendered
7,307,wiki_real,election Lincoln,Republican Edwin M. Stanton,ran
7,307,wiki_real,Lincoln,greatly patronage him,used
7,307,wiki_real,Republicans,running  mate,selected
7,307,wiki_real,well War Lincoln,new Union Party,ran
7,307,wiki_real,many - election Republicans,defeat,damaged
7,307,wiki_real,still White Lincoln,sealed  envelope,show
7,307,wiki_real,pledge,,read
7,307,wiki_real,Peace candidate,platform,followed
7,307,wiki_real,Meanwhile  Lincoln,more  troops,emboldened
7,307,wiki_real,,ended David defeatism,capture
7,307,wiki_real,Democratic Party,openly  Lincoln,was
7,307,wiki_real,National Union Party,emancipation,united
7,307,wiki_real,State Republican State parties,Copperheads,stressed
7,307,wiki_real,8  Lincoln,78 Union soldiers,carried
7,307,wiki_real,1865  Lincoln,inaugural  address,delivered
7,307,wiki_real,war casualties,it,deemed
7,307,wiki_real,it,Lincoln Memorial,inscribed
7,307,wiki_real,Lincoln,Confederate slaves,said
7,307,wiki_real,Lincoln,'em,replied
7,307,wiki_real,Lincoln,southern  states,was
7,307,wiki_real,so  he,how  one,proceeded
7,307,wiki_real,Sen. Benjamin who,Rep. Thaddeus Stevens,led
7,307,wiki_real,speedy  elections,generous  terms,urged
7,307,wiki_real,civil Union they,allegiance,offered
7,307,wiki_real,administrations,leaders,needed
7,307,wiki_real,Lincoln,military Frederick governors,appointed
7,307,wiki_real,reconstructed  states,slavery,ordered
7,307,wiki_real,Democratic  opponents,political  aspirations,accused
7,307,wiki_real,1864 Davis Lincoln,1864 Davis which,denounced
7,307,wiki_real,Radicals,elected  Louisiana,retaliated
7,307,wiki_real,appointments,moderates,designed
7,307,wiki_real,Salmon P. Lincoln,emancipation paper policies,named
7,307,wiki_real,,constitutional Emancipation amendment,increased
7,307,wiki_real,1863  amendment,Congress,declared
7,307,wiki_real,first  attempt,two thirds Representatives,fell
7,307,wiki_real,second reelection attempt,January,became
7,307,wiki_real,it,United States December,became
7,307,wiki_real,federal  government,limited  freedmen,believed
7,307,wiki_real,Bureau that,former  slaves,signed
7,307,wiki_real,law,three  freedmen,opened
7,307,wiki_real,Reconstruction that,southern  Unionists,announced
7,307,wiki_real,Lincoln,,agree
7,307,wiki_real,American policy experience,Indian  father,argue
7,307,wiki_real,Indians,father,claimed
7,307,wiki_real,he,significant  action,saw
7,307,wiki_real,policy,politics,driven
7,307,wiki_real,He,loyal Indian Minnesota,used
7,307,wiki_real,He,Indian  attacks,faced
7,307,wiki_real,1862 Dakota uprising,deeply Lincoln administration,killed
7,307,wiki_real,it,Northwestern  front,believed
7,307,wiki_real,Lincoln,new General John Northwest,sent
7,307,wiki_real,Lincoln,Dakota Uprising,ordered
7,307,wiki_real,Confederate Lincoln,policy,revoked
7,307,wiki_real,Pope,even  extinction,fought
7,307,wiki_real,Indian food warriors,,ordered
7,307,wiki_real,Aiding Pope,regular Wood Lake,led
7,307,wiki_real,hostilities,December,ceased
7,307,wiki_real,captured  Lincoln,effectively  appeal,set
7,307,wiki_real,one,all,commuted
7,307,wiki_real,Lincoln,still  message,sought
7,307,wiki_real,public mob any,Dakota,faced
7,307,wiki_real,presidential election he,Indians,told
7,307,wiki_real,I,votes,responded
7,307,wiki_real,that,presidency,employed
7,307,wiki_real,thought  We,strongest  Cabinet,commented
7,307,wiki_real,We,own  people,needed
7,307,wiki_real,these,party,looked
7,307,wiki_real,Then  I,services,had
7,307,wiki_real,Goodwin,Rivals,described
7,307,wiki_real,Lincoln,Whig legislating,adhered
7,307,wiki_real,Lincoln,harsh Reconstruction program,vetoed
7,307,wiki_real,1862 Homestead Act,low  cost,made
7,307,wiki_real,1862 Grant Colleges Act,agricultural government state,provided
7,307,wiki_real,federal First Transcontinental which,1869,granted
7,307,wiki_real,Southern Pacific Railway who,1850s,enabled
7,307,wiki_real,,long  precedent,were
7,307,wiki_real,Lincoln,second Morrill Buchanan,signed
7,307,wiki_real,He,current dollar terms,signed
7,307,wiki_real,that,income,adopted
7,307,wiki_real,Lincoln,other  areas,presided
7,307,wiki_real,National Banking Act,national  banks,created
7,307,wiki_real,US,reverse paper side,issued
7,307,wiki_real,Congress,Agriculture,created
7,307,wiki_real,editors,gold market,published
7,307,wiki_real,two  which,two  days,attacked
7,307,wiki_real,Lincoln,largely Thanksgiving holiday,is
7,307,wiki_real,Thanksgiving,17th New century,become
7,307,wiki_real,It,irregular  dates,proclaimed
7,307,wiki_real,prior  proclamation,James presidency,been
7,307,wiki_real,Lincoln,Thursday  Thanksgiving,declared
7,307,wiki_real,Yosemite which,now Yosemite National Park,approved
7,307,wiki_real,we,it,was
7,307,wiki_real,opinions,man,take
7,307,wiki_real,Lincoln,five Supreme Court,made
7,307,wiki_real,slavery  who,Union,was
7,307,wiki_real,Samuel Freeman Miller,1860  election,supported
7,307,wiki_real,where Illinois court Lincoln,Illinois court circuit,was
7,307,wiki_real,Stephen Johnson Field,geographic Supreme Court balance,provided
7,307,wiki_real,Finally Treasury Secretary,,became
7,307,wiki_real,able Reconstruction appointment,Republican Party,believed
7,307,wiki_real,Lincoln,27 States circuit office,appointed
7,307,wiki_real,States,West June,admitted
7,307,wiki_real,which,free  October,admitted
7,307,wiki_real,Confederate he,secret  service,had
7,307,wiki_real,voting Booth,President,hatched
7,307,wiki_real,General he,Theatre,planned
7,307,wiki_real,Lincoln,days Appomattox Courthouse,attended
7,307,wiki_real,last  Grant,instead New play,decided
7,307,wiki_real,Booth,mortally theater him,entered
7,307,wiki_real,momentarily  Booth,him,grappled
7,307,wiki_real,other Doctor Charles Lincoln,Petersen House,taken
7,307,wiki_real,eight  Lincoln,April,died
7,307,wiki_real,Now  he,ages,saluted
7,307,wiki_real,wrapped  which,Union soldiers,placed
7,307,wiki_real,President Johnson,next  morning,sworn
7,307,wiki_real,later  Booth,mortally Sergeant Boston April,tracked
7,307,wiki_real,so  Corbett,initially court martial,arrested
7,307,wiki_real,brief  Stanton,charge,declared
7,307,wiki_real,late  President,19 Capitol April,lay
7,307,wiki_real,caskets,three Special funeral train,traveled
7,307,wiki_real,train,many Washington thousands,followed
7,307,wiki_real,train,silent hymn grief,gathered
7,307,wiki_real,four Dooryard he,Lincoln,composed
7,307,wiki_real,especially  they,Moses,lost
7,307,wiki_real,larger  reaction,many  war,was
7,307,wiki_real,widespread Lincoln haters,death,emphasized
7,307,wiki_real,body,now Lincoln Tomb,buried
7,307,wiki_real,young  Lincoln,young  man,was
7,307,wiki_real,He,deeply  it,was
7,307,wiki_real,He,organized  others,was
7,307,wiki_real,He,Christian  beliefs,made
7,307,wiki_real,public  Lincoln,Scripture,had
7,307,wiki_real,second Gettysburg each,direct  Scripture,contain
7,307,wiki_real,human  mind,higher  power,subscribed
7,307,wiki_real,he,frequently  God,expressed
7,307,wiki_real,he,First Presbyterian 1852,joined
7,307,wiki_real,rarely  he,religious Founding reverence,regarded
7,307,wiki_real,1862  him,solace,caused
7,307,wiki_real,he,divine  severity,questioned
7,307,wiki_real,that  God,human  contest,wrote
7,307,wiki_real,contest,,began
7,307,wiki_real,He,final  side,give
7,307,wiki_real,,,proceeds
7,307,wiki_real,powerful  that,major  speeches,believe
7,307,wiki_real,plainly  events,me,claim
7,307,wiki_real,three  condition,three  years,struggle
7,307,wiki_real,God,alone  it,claim
7,307,wiki_real,tending,,seems
7,307,wiki_real,impartial  history,new  God,find
7,307,wiki_real,spirituality,very  least,seen
7,307,wiki_real,therein  cause,war,explains
7,307,wiki_real,personal  who,personal  audiences,reflected
7,307,wiki_real,Health Lincoln,depression,told
7,307,wiki_real,blue mass which,constipation,took
7,307,wiki_real,he,mercury poisoning,is
7,307,wiki_real,health,assassination,made
7,307,wiki_real,These,often weight loss,based
7,307,wiki_real,Republican endocrine redefinition,such John Patrick Diggins,suspected
7,307,wiki_real,which,sheet 1850s,called
7,307,wiki_real,when  Constitution,political  discourse,did
7,307,wiki_real,that,1860 Cooper Union speech,notes
7,307,wiki_real,Instead  he,moral  republicanism,focused
7,307,wiki_real,legal  parties,contract,founded
7,307,wiki_real,national  republic,state,was
7,307,wiki_real,though  fight,moral  beliefs,felt
7,307,wiki_real,Whig Lincoln,Jacksonian infrastructure democrats,was
7,307,wiki_real,reverence,Founding conservatism,found
7,307,wiki_real,James G. Randall,digested  reform,emphasizes
7,307,wiki_real,Southern  institutions,overnight  outsiders,concludes
7,307,wiki_real,inaugural  he,democracy,explored
7,307,wiki_real,majority rule,constitutional  restraints,denounced
7,307,wiki_real,majority,free  people,said
7,307,wiki_real,how  people,country,had
7,307,wiki_real,term,other United singular,used
7,307,wiki_real,Civil War,19th  century,was
7,307,wiki_real,Franklin Delano order,ranking U.S. 1948,are
7,307,wiki_real,Lincoln,eight Ronald Gallup,been
7,307,wiki_real,legal Lincoln scholars,second George Washington,found
7,307,wiki_real,assassination,,left
7,307,wiki_real,He,human  liberty,viewed
7,307,wiki_real,Republicans,party,linked
7,307,wiki_real,,outstanding  ability,Many
7,307,wiki_real,he,19th century sense,said
7,307,wiki_real,American  Lincoln,White House office,states
7,307,wiki_real,when Progressive he,white  Southerners,argues
7,307,wiki_real,high  point,Theodore Roosevelt,came
7,307,wiki_real,they,welfare state,honored
